1;Date;Time;PM1,0;PM2,5;PM10;Temperature;Pressure;Humidity;Gas;Altitude
664;2020,02,21;21:51:58;10;11;8;4,94;1017,32;55,84;87,73;-33,83
665;2020,02,21;21:54:58;11;12;8;4,98;1017,3;55,54;88,75;-33,66
666;2020,02,21;21:57:58;8;9;6;5;1017,32;55,59;88,37;-33,83
667;2020,02,21;22:00:59;8;9;6;5,01;1017,32;55,51;87,91;-33,83
668;2020,02,21;22:03:59;9;10;7;5,01;1017,36;55,6;88,46;-34,16
669;2020,02,21;22:06:59;9;10;7;5;1017,36;55,51;88,37;-34,16
670;2020,02,21;22:09:59;9;10;7;4,99;1017,38;55,48;88,75;-34,33
671;2020,02,21;22:13:00;9;10;7;4,97;1017,4;55,64;88,09;-34,5
672;2020,02,21;22:16:00;10;11;8;4,93;1017,44;55,87;87,91;-34,83
673;2020,02,21;22:19:00;9;10;7;4,9;1017,44;55,92;88,09;-34,83
674;2020,02,21;22:22:00;11;12;8;4,89;1017,44;55,98;88,28;-34,83
675;2020,02,21;22:25:00;9;10;7;4,85;1017,44;56,1;87,18;-34,83
676;2020,02,21;22:28:01;10;11;8;4,82;1017,46;56,09;88,19;-34,99
677;2020,02,21;22:31:01;9;10;7;4,79;1017,46;56,27;88;-34,99
678;2020,02,21;22:34:01;9;10;7;4,77;1017,48;56,28;87,91;-35,16
679;2020,02,21;22:37:01;9;10;6;4,73;1017,52;56,42;88,93;-35,49
680;2020,02,21;22:40:02;10;11;8;4,69;1017,52;56,79;87,63;-35,49
681;2020,02,21;22:43:02;10;11;8;4,62;1017,54;57,36;87,45;-35,65
682;2020,02,21;22:46:02;10;11;8;4,54;1017,56;58,05;85,58;-35,82
683;2020,02,21;22:49:02;11;12;8;4,47;1017,58;58,72;84,98;-35,99
684;2020,02,21;22:52:02;9;10;7;4,38;1017,56;59,09;83,88;-35,82
685;2020,02,21;22:55:03;10;11;8;4,3;1017,54;59,29;82,96;-35,65
686;2020,02,21;22:58:03;10;11;8;4,2;1017,52;59,25;81,44;-35,49
687;2020,02,21;23:01:03;8;9;6;4,1;1017,54;59,69;80,73;-35,65
688;2020,02,21;23:04:03;23;26;18;4;1017,58;59,96;76,89;-35,99
689;2020,02,21;23:07:03;46;52;37;3,93;1017,64;60,41;76,13;-36,49
690;2020,02,21;23:10:04;28;31;22;3,86;1017,67;60,47;74,57;-36,74
691;2020,02,21;23:13:04;16;18;12;3,78;1017,64;60,54;74,18;-36,49
692;2020,02,21;23:16:04;10;11;7;3,69;1017,65;60,76;73,08;-36,57
693;2020,02,21;23:19:04;8;9;6;3,62;1017,69;61,22;77,03;-36,9
694;2020,02,21;23:22:05;9;10;7;3,57;1017,67;61,33;78,99;-36,74
695;2020,02,21;23:25:05;10;11;8;3,56;1017,71;61,54;80,19;-37,07
696;2020,02,21;23:28:05;11;12;8;3,58;1017,73;61,42;81,6;-37,23
697;2020,02,21;23:31:05;22;24;17;3,6;1017,75;61,51;81,2;-37,4
698;2020,02,21;23:34:05;15;17;12;3,62;1017,77;61,19;81,12;-37,57
699;2020,02,21;23:37:06;13;14;10;3,63;1017,79;61,35;81,99;-37,73
700;2020,02,21;23:40:06;11;12;8;3,62;1017,81;61,35;82,8;-37,9
701;2020,02,21;23:43:06;12;13;9;3,63;1017,81;61,3;82,48;-37,9
702;2020,02,21;23:46:06;12;13;9;3,61;1017,81;61,44;82,15;-37,9
703;2020,02,21;23:49:07;10;11;8;3,61;1017,85;61,63;82,39;-38,23
704;2020,02,21;23:52:07;9;10;7;3,59;1017,89;61,69;81,6;-38,56
705;2020,02,21;23:55:07;8;9;6;3,57;1017,91;61,84;82,31;-38,73
706;2020,02,21;23:58:07;18;20;14;3,55;1017,91;62,07;82,48;-38,73
707;2020,02,22;0:01:07;9;10;7;3,52;1017,91;62,15;82,64;-38,73
708;2020,02,22;0:04:08;9;10;7;3,5;1017,91;62,18;83,71;-38,73
709;2020,02,22;0:07:08;9;10;7;3,47;1017,91;62,28;83,88;-38,73
710;2020,02,22;0:10:08;9;10;7;3,44;1017,93;62,65;82,07;-38,89
711;2020,02,22;0:13:08;16;18;13;3,46;1017,97;63,31;81,36;-39,23
712;2020,02,22;0:16:09;7;7;5;3,45;1017,99;62,45;83,96;-39,39
713;2020,02,22;0:19:09;9;10;7;3,43;1017,97;62,65;84,04;-39,23
714;2020,02,22;0:22:09;8;9;6;3,4;1018,01;62,64;84,38;-39,55
715;2020,02,22;0:25:09;14;15;11;3,37;1018,01;62,86;83,96;-39,55
716;2020,02,22;0:28:09;9;10;7;3,35;1018,01;62,86;84,55;-39,55
717;2020,02,22;0:31:10;8;9;6;3,32;1018,05;63,02;82,88;-39,89
718;2020,02,22;0:34:10;9;10;7;3,27;1018,05;63,23;82,07;-39,89
719;2020,02,22;0:37:10;9;10;7;3,24;1017,99;63,52;81,52;-39,39
720;2020,02,22;0:40:10;11;12;8;3,21;1018,01;63,86;81,36;-39,55
721;2020,02,22;0:43:11;9;10;7;3,17;1017,99;64,03;79,89;-39,39
722;2020,02,22;0:46:11;10;11;8;3,14;1018,01;64,34;78,62;-39,55
723;2020,02,22;0:49:11;11;12;8;3,09;1018,05;64,4;77,82;-39,89
724;2020,02,22;0:52:11;11;12;8;3,04;1018,09;64,88;78,62;-40,22
725;2020,02,22;0:55:11;10;11;8;2,99;1018,11;65,12;78,84;-40,38
726;2020,02,22;0:58:12;11;12;8;2,94;1018,11;65,55;78,33;-40,38
727;2020,02,22;1:01:12;10;11;8;2,9;1018,19;65,56;77,18;-41,05
728;2020,02,22;1:04:12;10;11;8;2,88;1018,11;65,47;77,25;-40,38
729;2020,02,22;1:07:12;10;11;8;2,85;1018,23;65,46;77,11;-41,38
730;2020,02,22;1:10:13;11;12;8;2,83;1018,29;65,64;77,53;-41,88
731;2020,02,22;1:13:13;10;11;8;2,85;1018,27;65,67;79,66;-41,71
732;2020,02,22;1:16:13;10;11;8;2,88;1018,27;65,42;81,28;-41,71
733;2020,02,22;1:19:13;8;9;6;2,91;1018,31;65,12;79,96;-42,04
734;2020,02,22;1:22:13;9;10;7;2,92;1018,35;65,14;79,81;-42,38
735;2020,02,22;1:25:14;10;11;8;2,91;1018,45;65,2;79,74;-43,2
736;2020,02,22;1:28:14;11;12;8;2,89;1018,49;65,79;79,81;-43,54
737;2020,02,22;1:31:14;10;11;8;2,85;1018,51;65,94;80,19;-43,7
738;2020,02,22;1:34:14;11;12;8;2,81;1018,53;66,21;80,58;-43,87
739;2020,02,22;1:37:15;10;11;8;2,77;1018,55;66,22;80,12;-44,04
740;2020,02,22;1:40:15;10;11;7;2,72;1018,49;66,29;80,81;-43,54
741;2020,02,22;1:43:15;10;11;8;2,67;1018,51;66,59;79,89;-43,7
742;2020,02,22;1:46:15;10;11;8;2,63;1018,53;66,71;79,59;-43,87
743;2020,02,22;1:49:15;8;9;6;2,58;1018,55;66,71;75,65;-44,04
744;2020,02,22;1:52:16;9;10;7;2,52;1018,55;66,74;72,83;-44,04
745;2020,02,22;1:55:16;9;10;7;2,46;1018,62;66,97;72,33;-44,61
746;2020,02,22;1:58:16;9;10;7;2,4;1018,64;67,4;74,11;-44,78
747;2020,02,22;2:01:16;9;10;7;2,34;1018,72;67,33;73,66;-45,44
748;2020,02,22;2:04:17;9;10;7;2,29;1018,7;67,67;75,31;-45,28
749;2020,02,22;2:07:17;9;10;7;2,24;1018,76;67,53;73,08;-45,77
750;2020,02,22;2:10:17;9;10;7;2,18;1018,78;67,78;72,51;-45,94
751;2020,02,22;2:13:17;8;9;6;2,12;1018,76;67,9;73,21;-45,77
752;2020,02,22;2:16:17;9;10;7;2,07;1018,78;67,98;73,66;-45,94
753;2020,02,22;2:19:18;9;10;7;2,03;1018,82;68,22;74,51;-46,27
754;2020,02,22;2:22:18;10;11;8;2;1018,8;68,43;75,31;-46,11
755;2020,02,22;2:25:18;11;12;8;1,98;1018,82;68,6;75,99;-46,27
756;2020,02,22;2:28:18;10;11;8;1,96;1018,8;68,47;72,77;-46,11
757;2020,02,22;2:31:19;9;10;7;1,93;1018,8;68,48;72,45;-46,11
758;2020,02,22;2:34:19;9;10;7;1,89;1018,78;68,62;71,65;-45,94
759;2020,02,22;2:37:19;8;9;6;1,85;1018,84;68,89;71,65;-46,44
760;2020,02,22;2:40:19;9;10;7;1,81;1018,86;69,07;72,7;-46,6
761;2020,02,22;2:43:19;8;9;6;1,76;1018,9;68,99;71,65;-46,94
762;2020,02,22;2:46:20;8;9;6;1,73;1018,88;69,22;72,14;-46,77
763;2020,02,22;2:49:20;9;10;7;1,69;1018,92;69,5;72,33;-47,1
764;2020,02,22;2:52:20;11;12;8;1,69;1018,92;69,87;74,71;-47,1
765;2020,02,22;2:55:20;10;11;8;1,7;1018,92;69,74;75,38;-47,1
766;2020,02,22;2:58:21;9;10;7;1,7;1018,92;69,42;73,4;-47,1
767;2020,02,22;3:01:21;11;12;8;1,69;1018,96;69,39;72,45;-47,43
768;2020,02,22;3:04:21;11;12;8;1,67;1018,98;69,52;70,27;-47,6
769;2020,02,22;3:07:21;11;12;8;1,62;1018,98;69,62;70,45;-47,6
770;2020,02,22;3:10:21;10;11;8;1,58;1018,98;69,73;70,98;-47,6
771;2020,02,22;3:13:22;9;10;7;1,55;1018,98;69,88;71,22;-47,6
772;2020,02,22;3:16:22;11;12;8;1,5;1019,02;69,75;71,41;-47,93
773;2020,02,22;3:19:22;12;13;9;1,46;1019,02;70,05;72,45;-47,93
774;2020,02,22;3:22:22;10;11;8;1,42;1019,04;70,13;71,41;-48,09
775;2020,02,22;3:25:23;9;10;7;1,37;1019,11;70,07;71,35;-48,68
776;2020,02,22;3:28:23;10;11;8;1,33;1019,15;70,69;71,22;-49,01
777;2020,02,22;3:31:23;11;12;8;1,31;1019,23;70,66;72,77;-49,67
778;2020,02,22;3:34:23;11;12;8;1,28;1019,35;70,38;73,53;-50,66
779;2020,02,22;3:37:23;12;13;9;1,22;1019,41;70,51;73,66;-51,16
780;2020,02,22;3:40:24;10;11;8;1,13;1019,47;70,4;72,89;-51,66
781;2020,02,22;3:43:24;11;12;8;1,03;1019,49;70,55;73,98;-51,83
782;2020,02,22;3:46:24;11;12;8;0,91;1019,56;70,78;73,66;-52,41
783;2020,02,22;3:49:24;11;12;8;0,81;1019,56;71,18;72,89;-52,41
784;2020,02,22;3:52:25;13;14;10;0,76;1019,56;71,59;73,02;-52,41
785;2020,02,22;3:55:25;13;14;10;0,75;1019,56;71,71;72,64;-52,41
786;2020,02,22;3:58:25;12;13;9;0,75;1019,58;71,68;72,96;-52,57
787;2020,02,22;4:01:25;14;15;11;0,79;1019,6;72,01;73,92;-52,73
788;2020,02,22;4:04:25;14;15;11;0,84;1019,62;71,89;74,51;-52,9
789;2020,02,22;4:07:26;12;13;9;0,89;1019,62;71,79;73,53;-52,9
790;2020,02,22;4:10:26;12;13;9;0,93;1019,66;71,78;73,27;-53,23
791;2020,02,22;4:13:26;11;12;8;0,95;1019,68;71,56;73,02;-53,4
792;2020,02,22;4:16:26;14;15;11;0,97;1019,72;71,85;72,64;-53,73
793;2020,02,22;4:19:27;15;17;12;1;1019,7;71,97;73,02;-53,56
794;2020,02,22;4:22:27;12;13;9;1,03;1019,74;71,83;72,77;-53,9
795;2020,02,22;4:25:27;15;17;12;1,06;1019,78;71,91;72,58;-54,23
796;2020,02,22;4:28:27;13;14;10;1,09;1019,82;71,72;71,89;-54,56
797;2020,02,22;4:31:27;15;17;12;1,12;1019,86;71,84;72,2;-54,89
798;2020,02,22;4:34:28;16;18;13;1,14;1019,88;71,84;73,85;-55,05
799;2020,02,22;4:37:28;15;17;12;1,18;1019,94;71,65;74,64;-55,55
800;2020,02,22;4:40:28;14;15;11;1,2;1019,98;71,42;75,04;-55,88
801;2020,02,22;4:43:28;13;14;10;1,21;1019,98;71,38;76,54;-55,88
802;2020,02,22;4:46:29;18;20;14;1,22;1019,98;71,4;75,99;-55,88
803;2020,02,22;4:49:29;19;21;15;1,2;1019,92;71,3;72,83;-55,39
804;2020,02,22;4:52:29;23;26;18;1,21;1019,88;71,5;71,47;-55,05
805;2020,02,22;4:55:29;20;22;16;1,22;1019,82;71,57;71,47;-54,56
806;2020,02,22;4:58:29;15;17;12;1,22;1019,82;71,51;72,02;-54,56
807;2020,02,22;5:01:30;13;14;10;1,25;1019,82;71,87;72,45;-54,56
808;2020,02,22;5:04:30;12;13;9;1,25;1019,84;70,6;73,92;-54,72
809;2020,02,22;5:07:30;15;17;12;1,15;1019,82;70,08;73,02;-54,56
810;2020,02,22;5:10:30;16;18;13;1,01;1019,84;70,55;74,44;-54,72
811;2020,02,22;5:13:31;16;18;13;0,88;1019,92;71,35;74,18;-55,39
812;2020,02,22;5:16:31;19;21;15;0,79;1019,96;71,42;74,64;-55,72
813;2020,02,22;5:19:31;15;17;12;0,69;1020;71,35;73,72;-56,05
814;2020,02,22;5:22:31;16;18;13;0,61;1020;71,77;73,02;-56,05
815;2020,02,22;5:25:32;17;19;13;0,56;1020,04;72,64;73,34;-56,38
816;2020,02,22;5:28:32;16;18;13;0,55;1020;72,39;73,15;-56,05
817;2020,02,22;5:31:32;18;20;14;0,53;1020;72,02;73,47;-56,05
818;2020,02,22;5:34:32;20;22;16;0,47;1019,98;71,61;74,91;-55,88
819;2020,02,22;5:37:32;23;26;18;0,4;1019,98;72,53;74,91;-55,88
820;2020,02,22;5:40:33;23;26;18;0,37;1020,02;72,54;74,31;-56,21
821;2020,02,22;5:43:33;19;21;15;0,33;1020,02;72,62;74,11;-56,21
822;2020,02,22;5:46:33;23;26;18;0,32;1019,98;72,92;73,53;-55,88
823;2020,02,22;5:49:33;26;29;21;0,31;1020;73,5;73,79;-56,05
824;2020,02,22;5:52:34;21;23;17;0,31;1019,96;72,99;73,59;-55,72
825;2020,02,22;5:55:34;17;19;13;0,26;1019,94;72,74;73,59;-55,55
826;2020,02,22;5:58:34;19;21;15;0,21;1019,92;73,07;74,11;-55,39
827;2020,02,22;6:01:34;18;20;14;0,16;1019,94;73,1;74,51;-55,55
828;2020,02,22;6:04:34;24;27;19;0,11;1019,92;73,61;74,91;-55,39
829;2020,02,22;6:07:35;21;23;17;0,05;1019,86;73,57;76,68;-54,89
830;2020,02,22;6:10:35;17;19;13;-0,01;1019,84;73,67;75,78;-54,72
831;2020,02,22;6:13:35;16;18;13;-0,08;1019,84;73,79;76,33;-54,72
832;2020,02,22;6:16:35;20;22;16;-0,14;1019,84;74,48;76,47;-54,72
833;2020,02,22;6:19:36;27;30;21;-0,12;1019,86;75,18;76,61;-54,89
834;2020,02,22;6:22:36;21;23;17;-0,07;1019,9;74,64;75,58;-55,22
835;2020,02,22;6:25:36;20;22;16;-0,04;1020;74,79;75,58;-56,05
836;2020,02,22;6:28:36;16;18;13;-0,01;1020,06;74,83;75,92;-56,54
837;2020,02,22;6:31:36;19;21;15;0,03;1020,13;74,51;74,97;-57,13
838;2020,02,22;6:34:37;16;18;13;0,05;1020,19;73,69;75,04;-57,62
839;2020,02,22;6:37:37;21;23;17;0,05;1020,21;73,26;74,77;-57,79
840;2020,02,22;6:40:37;19;21;15;0,05;1020,25;73,18;75,31;-58,12
841;2020,02,22;6:43:37;25;28;20;0,07;1020,37;73,56;74,91;-59,11
842;2020,02,22;6:46:38;25;28;20;0,16;1020,41;73,88;73,53;-59,45
843;2020,02,22;6:49:38;24;27;19;0,28;1020,49;73,38;73,02;-60,11
844;2020,02,22;6:52:38;34;39;27;0,4;1020,49;73,17;73,27;-60,11
845;2020,02,22;6:55:38;43;48;35;0,51;1020,49;72,86;73,02;-60,11
846;2020,02,22;6:58:38;37;41;30;0,63;1020,45;72,86;72,83;-59,77
847;2020,02,22;7:01:39;34;38;27;0,74;1020,43;71,68;71,96;-59,61
848;2020,02,22;7:04:39;37;41;30;0,85;1020,45;71,2;71,89;-59,77
849;2020,02,22;7:07:39;41;48;33;0,94;1020,47;70,91;72,45;-59,94
850;2020,02,22;7:10:39;42;49;34;1,07;1020,45;70,59;71,47;-59,77
851;2020,02,22;7:13:40;39;44;31;1,2;1020,45;69,82;71,04;-59,77
852;2020,02,22;7:16:40;48;54;39;1,34;1020,47;69,77;70,45;-59,94
853;2020,02,22;7:19:40;33;37;26;1,6;1020,51;68,94;69,75;-60,27
854;2020,02,22;7:22:40;28;31;22;2,64;1020,64;65,17;67,56;-61,35
855;2020,02,22;7:25:40;30;34;24;4,33;1020,83;58,91;64,06;-62,92
856;2020,02,22;7:28:41;26;29;21;6,38;1020,91;51,47;60,08;-63,58
857;2020,02,22;7:31:41;29;32;23;8,36;1020,99;45,93;55,99;-64,24
858;2020,02,22;7:34:41;37;41;30;10,53;1021,06;40,87;51,72;-64,82
859;2020,02,22;7:37:41;34;38;27;12,52;1021,06;36,77;46,8;-64,82
860;2020,02,22;7:40:42;34;38;27;13,68;1021,04;34,3;44,19;-64,66
861;2020,02,22;7:43:42;33;37;26;13,84;1021,08;36,41;43,92;-64,99
862;2020,02,22;7:46:42;32;36;26;13,9;1021,14;36,73;43,69;-65,49
863;2020,02,22;7:49:42;30;34;24;14,59;1021,24;34,15;43,2;-66,31
864;2020,02,22;7:52:42;27;30;22;15,4;1021,4;33,14;41,66;-67,64
865;2020,02,22;7:55:43;29;32;23;16,34;1021,44;30,38;40,3;-67,96
866;2020,02,22;7:58:43;29;32;23;17,08;1021,59;30,07;39,43;-69,21
867;2020,02,22;8:01:43;26;29;21;17,57;1021,55;28,99;38,96;-68,88
868;2020,02,22;8:04:43;29;32;23;17,94;1021,71;29,57;39,1;-70,2
869;2020,02,22;8:07:43;28;31;22;19,7;1021,95;25,82;37,8;-72,19
870;2020,02,22;8:10:44;30;34;24;22,23;1022,2;21,79;32,87;-74,25
871;2020,02,22;8:13:44;34;38;27;24,57;1022,38;19,54;28,98;-75,74
872;2020,02,22;8:16:44;40;45;32;26,54;1022,46;18,2;26,31;-76,4
873;2020,02,22;8:19:44;43;48;35;28,13;1022,48;16,86;24,55;-76,56
874;2020,02,22;8:22:44;45;51;36;29,47;1022,36;16,18;22,67;-75,57
875;2020,02,22;8:25:45;46;52;37;30,59;1022,24;15,31;21,82;-74,58
876;2020,02,22;8:28:45;46;52;37;31,37;1022,2;14,95;21,36;-74,25
877;2020,02,22;8:31:45;46;52;37;32,03;1022,22;14,66;20,83;-74,42
878;2020,02,22;8:34:45;43;48;35;32,47;1022,18;14,45;20,66;-74,08
879;2020,02,22;8:37:45;39;44;31;33,05;1022,2;13,99;20,19;-74,25
880;2020,02,22;8:40:46;34;38;27;33,6;1022,14;13,56;19,77;-73,76
881;2020,02,22;8:43:46;35;39;28;33,98;1022,12;13,49;19,55;-73,59
882;2020,02,22;8:46:46;28;31;22;34,27;1022,06;13,53;19,14;-73,1
883;2020,02,22;8:49:46;24;27;19;34,35;1022,08;13,52;19,21;-73,26
884;2020,02,22;8:52:46;21;23;17;34,28;1022,1;13,45;19,21;-73,42
885;2020,02,22;8:55:47;17;19;13;33,66;1022,08;14,06;19,86;-73,26
886;2020,02,22;8:58:47;13;14;10;31,88;1021,99;15,96;21,4;-72,51
887;2020,02,22;9:01:47;11;12;8;28,53;1021,81;19,44;23,68;-71,03
888;2020,02,22;9:04:47;10;11;8;23,57;1021,63;28,06;27,09;-69,54
889;2020,02,22;9:07:47;15;17;12;19,56;1021,48;33,59;31,52;-68,3
890;2020,02,22;9:10:48;15;17;12;16,83;1021,38;36,25;33,23;-67,47
891;2020,02,22;9:13:48;32;36;26;15;1021,28;37,83;35,47;-66,64
892;2020,02,22;9:16:48;27;30;22;13,66;1021,3;39,79;37,9;-66,81
893;2020,02,22;9:19:48;27;30;22;12,67;1021,32;40,98;41,33;-66,98
894;2020,02,22;9:22:48;19;21;15;12,02;1021,34;41,85;43,28;-67,14
895;2020,02,22;9:25:49;13;14;10;11,52;1021,32;42,02;45,88;-66,98
896;2020,02,22;9:28:49;24;27;19;11,16;1021,28;42,38;47,7;-66,64
897;2020,02,22;9:31:49;19;21;15;11,02;1021,22;42,44;47,01;-66,15
898;2020,02,22;9:34:49;15;17;12;10,91;1021,16;42,13;48,81;-65,65
899;2020,02,22;9:37:49;14;15;11;10,78;1021,14;42,43;52,43;-65,49
900;2020,02,22;9:40:50;9;10;7;10,68;1021,14;42,56;53,78;-65,49
901;2020,02,22;9:43:50;11;12;8;10,66;1021,14;42,9;54,05;-65,49
902;2020,02,22;9:46:50;11;12;8;10,74;1021,16;42,27;54,16;-65,65
903;2020,02,22;9:49:50;10;11;8;10,86;1021,16;42,31;52,21;-65,65
904;2020,02,22;9:52:50;9;10;7;10,96;1021,12;42,08;52,9;-65,32
905;2020,02,22;9:55:51;11;12;8;11,03;1021,1;42,32;53,4;-65,15
906;2020,02,22;9:58:51;10;11;8;11,11;1021,06;41,78;54,22;-64,82
907;2020,02,22;10:01:51;10;11;8;11,12;1021;41,87;57,02;-64,33
908;2020,02,22;10:04:51;11;12;8;11,15;1021;41,98;57,22;-64,33
909;2020,02,22;10:07:52;13;14;10;11,19;1021;42,1;56,41;-64,33
910;2020,02,22;10:10:52;12;13;9;11,23;1021,02;41,36;56,75;-64,49
911;2020,02,22;10:13:52;12;13;9;11,29;1021,1;41,14;58,01;-65,15
912;2020,02,22;10:16:52;11;12;8;11,33;1021,18;41,31;58,41;-65,81
913;2020,02,22;10:19:52;13;14;10;11,43;1021,24;41,77;57,18;-66,31
914;2020,02,22;10:22:53;11;12;8;11,5;1021,26;41,5;58,69;-66,48
915;2020,02,22;10:25:53;10;11;8;11,58;1021,26;41,19;58,65;-66,48
916;2020,02,22;10:28:53;9;10;7;11,67;1021,24;41,21;59,82;-66,31
917;2020,02,22;10:31:53;10;11;8;11,77;1021,26;40,88;58,9;-66,48
918;2020,02,22;10:34:53;10;11;8;11,84;1021,28;41,42;58,78;-66,64
919;2020,02,22;10:37:54;12;13;9;11,96;1021,22;41,33;57,69;-66,15
920;2020,02,22;10:40:54;10;11;8;12;1021,2;40,89;60,12;-65,98
921;2020,02,22;10:43:54;9;10;7;11,96;1021,14;40,99;60,51;-65,49
922;2020,02,22;10:46:54;10;11;8;11,99;1021,14;41,87;59,78;-65,49
923;2020,02,22;10:49:54;11;12;8;12,05;1021,12;40,92;58,45;-65,32
924;2020,02,22;10:52:55;12;13;9;12,16;1021,06;41,5;58,25;-64,82
925;2020,02,22;10:55:55;12;13;9;12,28;1021;40,67;56,79;-64,33
926;2020,02,22;10:58:55;13;14;10;12,35;1020,93;39,41;59,4;-63,75
927;2020,02,22;11:01:55;16;18;13;12,45;1020,91;38,96;58,69;-63,58
928;2020,02,22;11:04:56;15;17;12;12,57;1020,89;38,27;59,78;-63,41
929;2020,02,22;11:07:56;15;17;12;12,61;1020,83;37,03;63,87;-62,92
930;2020,02,22;11:10:56;10;11;8;12,66;1020,81;36,88;64,95;-62,75
931;2020,02,22;11:13:56;7;7;5;12,69;1020,81;37,36;63,1;-62,75
932;2020,02,22;11:16:56;9;10;7;12,78;1020,77;37,31;63,58;-62,43
933;2020,02,22;11:19:57;10;11;8;12,84;1020,79;37,49;64,16;-62,59
934;2020,02,22;11:22:57;9;10;7;12,89;1020,66;35,63;64,75;-61,51
935;2020,02,22;11:25:57;10;11;8;12,94;1020,68;35,62;65,3;-61,68
936;2020,02,22;11:28:57;15;17;12;13,05;1020,77;36,1;64,8;-62,43
937;2020,02,22;11:31:57;9;10;7;13,13;1020,68;35,1;65,51;-61,68
938;2020,02,22;11:34:58;7;7;5;13,22;1020,68;34,99;66,44;-61,68
939;2020,02,22;11:37:58;7;7;5;13,4;1020,68;36,02;65;-61,68
940;2020,02,22;11:40:58;8;9;6;13,51;1020,77;33,52;65,41;-62,43
941;2020,02,22;11:43:58;7;7;5;13,6;1020,79;32,83;68,39;-62,59
942;2020,02,22;11:46:58;7;7;5;13,78;1020,66;33,19;66,65;-61,51
943;2020,02,22;11:49:59;6;6;4;13,85;1020,6;32,52;68,05;-61,02
944;2020,02,22;11:52:59;12;13;9;13,95;1020,58;32,41;66,54;-60,85
945;2020,02,22;11:55:59;13;14;10;14;1020,56;32,51;65,87;-60,69
946;2020,02,22;11:58:59;7;7;5;13,92;1020,54;32,95;68,67;-60,52
947;2020,02,22;12:01:59;7;7;5;13,88;1020,51;33,61;68,95;-60,27
948;2020,02,22;12:05:00;7;7;5;13,78;1020,49;33,52;67,29;-60,11
949;2020,02,22;12:08:00;12;13;9;13,77;1020,53;33,52;64,11;-60,44
950;2020,02,22;12:11:00;9;10;7;13,74;1020,51;33,5;66,76;-60,27
951;2020,02,22;12:14:00;10;11;8;13,84;1020,51;33,05;68,95;-60,27
952;2020,02,22;12:17:00;17;19;13;13,96;1020,49;32,83;69,57;-60,11
953;2020,02,22;12:20:01;9;10;7;14,1;1020,49;32,66;66,81;-60,11
954;2020,02,22;12:23:01;8;9;6;14,36;1020,49;31,66;65,15;-60,11
955;2020,02,22;12:26:01;8;9;6;14,76;1020,47;30,77;65,92;-59,94
956;2020,02,22;12:29:01;6;6;4;15,05;1020,45;29,75;68,33;-59,77
957;2020,02,22;12:32:01;6;6;4;15,2;1020,41;29,16;70,75;-59,45
958;2020,02,22;12:35:02;6;6;4;15,46;1020,35;28,67;69,69;-58,94
959;2020,02,22;12:38:02;6;6;4;15,9;1020,33;28,54;66,13;-58,78
960;2020,02,22;12:41:02;6;6;4;16,24;1020,31;28,4;66,28;-58,62
961;2020,02,22;12:44:02;5;5;4;16,51;1020,29;27,91;66,6;-58,45
962;2020,02,22;12:47:03;7;7;5;16,75;1020,23;27,32;66,28;-57,96
963;2020,02,22;12:50:03;7;7;5;16,93;1020,25;27,49;64,95;-58,12
964;2020,02,22;12:53:03;6;6;4;17;1020,23;27,01;66,23;-57,96
965;2020,02,22;12:56:03;10;11;8;17,18;1020,21;27,16;63,72;-57,79
966;2020,02,22;12:59:03;9;10;7;17,34;1020,25;26,86;63,53;-58,12
967;2020,02,22;13:02:04;9;10;7;17,32;1020,23;27,41;63,87;-57,96
968;2020,02,22;13:05:04;9;10;7;17,27;1020,23;27,24;65,1;-57,96
969;2020,02,22;13:08:04;6;6;4;17,36;1020,19;27,09;62,53;-57,62
970;2020,02,22;13:11:04;8;9;6;17,44;1020,13;27,19;61,8;-57,13
971;2020,02,22;13:14:04;8;9;6;17,6;1020,09;26,82;63,1;-56,79
972;2020,02,22;13:17:05;7;7;5;17,75;1020;26,63;63,62;-56,05
973;2020,02,22;13:20:05;6;6;4;17,95;1019,94;26,35;62,77;-55,55
974;2020,02,22;13:23:05;10;11;8;18,18;1019,88;26,16;61,66;-55,05
975;2020,02,22;13:26:05;10;11;8;18,31;1019,8;26,16;62,17;-54,39
976;2020,02,22;13:29:05;10;11;8;18,42;1019,72;26,1;62,17;-53,73
977;2020,02,22;13:32:06;9;10;7;18,42;1019,7;26,22;61,62;-53,56
978;2020,02,22;13:35:06;10;11;8;18,46;1019,66;26,06;59,02;-53,23
979;2020,02,22;13:38:06;9;10;7;18,36;1019,64;26,46;61,13;-53,07
980;2020,02,22;13:41:06;12;13;9;18,05;1019,58;27,35;61,89;-52,57
981;2020,02,22;13:44:06;10;11;8;17,98;1019,6;27,5;60,82;-52,73
982;2020,02,22;13:47:07;15;17;12;18,02;1019,58;27,23;59,57;-52,57
983;2020,02,22;13:50:07;23;26;18;18,12;1019,56;27,05;58,21;-52,41
984;2020,02,22;13:53:07;12;13;9;18,14;1019,54;26,95;59,78;-52,24
985;2020,02,22;13:56:07;8;9;6;17,96;1019,52;27,25;60,16;-52,07
986;2020,02,22;13:59:07;9;10;7;17,74;1019,49;26,98;61,94;-51,83
987;2020,02,22;14:02:08;6;6;4;17,5;1019,45;27,5;62,4;-51,49
988;2020,02,22;14:05:08;6;6;4;17,3;1019,37;27,78;60,95;-50,83
